Store__c,Item_Name__c,Discount_Type__c,Discount_Value__c,Valid_From__c,Valid_To__c,Source__c,API_Source__c,Last_Synced__c,Requires_Clipping__c,Notes__c
Publix,"Save  on ONE (1) Vicks DayQuil, NyQuil or Formula 44 12 oz or 24-48 ct Aisle 4 Exp. 11/14/2025",Fixed Price,1.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $1.50 on ONE (1) Vicks DayQuil, NyQuil or Formula 44 12 oz or 24-48 ct Aisle 4 Exp. 11/14/2025"
Publix,"Save  on ONE DayQuil, NyQuil, Vapo, VapoCOOL, VapoDrops, Vicks Herbal Drops, VapoBreathers, Formula 44, or Sinex Prod...",Fixed Price,0.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $0.50 on ONE DayQuil, NyQuil, Vapo, VapoCOOL, VapoDrops, Vicks Herbal Drops, VapoBreathers, Formula 44, or Sinex Product (excludes DayQuil or NyQ Aisle 4 Exp. 11/22/2025"
Publix,Save  on any ONE (1) Select pack of Pull-Ups® or Goodnites® Aisle 4 Exp. 12/6/2025,Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.00 on any ONE (1) Select pack of Pull-Ups® or Goodnites® Aisle 4 Exp. 12/6/2025
Publix,"Save  on any ONE (1) Pack of Huggies® Diapers, Little Movers, Little Snugglers, Overnites, Snug & Dry, Skin Essential...",Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $1.00 on any ONE (1) Pack of Huggies® Diapers, Little Movers, Little Snugglers, Overnites, Snug & Dry, Skin Essentials Aisle 4 Exp. 12/6/2025"
Publix,Save  on PATADAY® when you buy ONE (1) PATADAY® Eye Allergy Itch Relief Drops Twin Pack Aisle 4 Exp. 11/26/2025,Fixed Price,7.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $7.00 on PATADAY® when you buy ONE (1) PATADAY® Eye Allergy Itch Relief Drops Twin Pack Aisle 4 Exp. 11/26/2025
Publix,"Save  on ONE (1) Opti-Free PureMoist, Replenish 20oz Twin Packs OR Clear Care, Clear Care Plus 24oz Twin Packs Aisle ...",Fixed Price,6.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $6.00 on ONE (1) Opti-Free PureMoist, Replenish 20oz Twin Packs OR Clear Care, Clear Care Plus 24oz Twin Packs Aisle 4 Exp. 11/26/2025"
Publix,Save  on any ONE (1) SYSTANE® Lubricant Eye Drops Twin Pack Aisle 4 Exp. 11/29/2025,Fixed Price,7.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $7.00 on any ONE (1) SYSTANE® Lubricant Eye Drops Twin Pack Aisle 4 Exp. 11/29/2025
Publix,Save  on ONE VapoFREEZE Product. Aisle 4 Exp. 11/22/2025,Fixed Price,1.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.50 on ONE VapoFREEZE Product. Aisle 4 Exp. 11/22/2025
Publix,Save  on any ONE (1) TYLENOL® PRECISE ™ Pain Relieving Patches or Cream Products Aisle 4 Exp. 11/22/2025,Fixed Price,3.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $3.50 on any ONE (1) TYLENOL® PRECISE ™ Pain Relieving Patches or Cream Products Aisle 4 Exp. 11/22/2025
Publix,Save  on any ONE (1) Nexium 24HR 28ct or 42ct Aisle 4 Exp. 11/30/2025,Fixed Price,5.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $5.00 on any ONE (1) Nexium 24HR 28ct or 42ct Aisle 4 Exp. 11/30/2025
Publix,Save  on any ONE (1) Gaviscon product Aisle 4 Exp. 11/30/2025,Fixed Price,1.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.50 on any ONE (1) Gaviscon product Aisle 4 Exp. 11/30/2025
Publix,Save  On Any ONE (1) Rolaids Chewable Tablet Product (32 ct. or larger) Aisle 4 Exp. 11/30/2025,Fixed Price,1.25,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.25 On Any ONE (1) Rolaids Chewable Tablet Product (32 ct. or larger) Aisle 4 Exp. 11/30/2025
Publix,Save  on ONE Pepto Bismol Kids Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025,Fixed Price,0.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $0.50 on ONE Pepto Bismol Kids Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025
Publix,Save  on ONE Prilosec OTC Heartburn Relief Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025,Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.00 on ONE Prilosec OTC Heartburn Relief Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025
Publix,Save  on ONE Align Probiotic Supplement Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025,Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $2.00 on ONE Align Probiotic Supplement Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025
Publix,Save  on ONE Metamucil Fiber Supplement Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025,Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.00 on ONE Metamucil Fiber Supplement Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025
Publix,Save  on any ONE (1) Dulcolax Laxative Product (Excluding 6ct and 10ct) Aisle 4 Exp. 11/29/2025,Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $2.00 on any ONE (1) Dulcolax Laxative Product (Excluding 6ct and 10ct) Aisle 4 Exp. 11/29/2025
Publix,Save  on any ONE (1) Garden of Life Product Aisle 4 Exp. 11/28/2025,Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $3.00 on any ONE (1) Garden of Life Product Aisle 4 Exp. 11/28/2025
Publix,Save  on ONE Pepto Bismol Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025,Fixed Price,0.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $0.50 on ONE Pepto Bismol Product (excludes trial/travel size). Aisle 4 Exp. 11/15/2025
Publix,Save  on any ONE (1) TUMS product 28ct+ Aisle 4 Exp. 12/2/2025,Fixed Price,1.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.50 on any ONE (1) TUMS product 28ct+ Aisle 4 Exp. 12/2/2025
Publix,Save  on ONE PURE Zzzs Product (excludes trial/travel size). Aisle 4 Exp. 11/22/2025,Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $2.00 on ONE PURE Zzzs Product (excludes trial/travel size). Aisle 4 Exp. 11/22/2025
Publix,Save  on ONE PainQuil product (excludes trial/travel size). Aisle 4 Exp. 11/22/2025,Fixed Price,1.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.50 on ONE PainQuil product (excludes trial/travel size). Aisle 4 Exp. 11/22/2025
Publix,Save  on ONE ZzzQuil Product (excludes trial/travel size). Aisle 4 Exp. 11/22/2025,Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $2.00 on ONE ZzzQuil Product (excludes trial/travel size). Aisle 4 Exp. 11/22/2025
Publix,"Save  on any ONE (1) 15ct or higher Unisom Sleep Tab or Sleep Gels Product (excludes 8ct, trial and travel size) Aisl...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on any ONE (1) 15ct or higher Unisom Sleep Tab or Sleep Gels Product (excludes 8ct, trial and travel size) Aisle 4 Exp. 11/15/2025"
Publix,Save  on any ONE (1) Voltaren Arthritis Pain Gel 50g or larger Aisle 4 Exp. 12/6/2025,Fixed Price,2.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $2.50 on any ONE (1) Voltaren Arthritis Pain Gel 50g or larger Aisle 4 Exp. 12/6/2025
Publix,"Save  on any ONE (1) Adult Advil 144ct+, Advil PM 80ct+ or any Advil Targeted Relief Aisle 4 Exp. 11/29/2025",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on any ONE (1) Adult Advil 144ct+, Advil PM 80ct+ or any Advil Targeted Relief Aisle 4 Exp. 11/29/2025"
Publix,Save  on any ONE (1) Adult TYLENOL® and TYLENOL PM® 200ct or larger or any Proactive Support from TYLENOL Aisle 4 Exp...,Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $3.00 on any ONE (1) Adult TYLENOL® and TYLENOL PM® 200ct or larger or any Proactive Support from TYLENOL Aisle 4 Exp. 11/22/2025
Publix,"Save  on any ONE (1) TYLENOL®, TYLENOL® PM or TYLENOL® Cold & Sinus Aisle 4 Exp. 11/22/2025",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $2.00 on any ONE (1) TYLENOL®, TYLENOL® PM or TYLENOL® Cold & Sinus Aisle 4 Exp. 11/22/2025"
Publix,Save  on Any ONE (1) Neuriva® Product Aisle 4 Exp. 11/29/2025,Fixed Price,7.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $7.00 on Any ONE (1) Neuriva® Product Aisle 4 Exp. 11/29/2025
Publix,Save  on any ONE (1) Renew Life Supplement Aisle 4 Exp. 11/30/2025,Fixed Price,4.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $4.00 on any ONE (1) Renew Life Supplement Aisle 4 Exp. 11/30/2025
Publix,"Save  on any ONE (1 ) Nature's Bounty® Supplement, Any Size (Excluding Kids Supplements) Aisle 4 Exp. 11/29/2025",Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $1.00 on any ONE (1 ) Nature's Bounty® Supplement, Any Size (Excluding Kids Supplements) Aisle 4 Exp. 11/29/2025"
Publix,"Save  on ONE Always Discreet Pads 108ct, 64ct, 45ct, 42ct OR Always Discreet Base Underwear 22ct, 24ct, 26ct, 28ct, 3...",Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $1.00 on ONE Always Discreet Pads 108ct, 64ct, 45ct, 42ct OR Always Discreet Base Underwear 22ct, 24ct, 26ct, 28ct, 32ct OR Always Discreet Bouti Aisle 5 Exp. 11/22/2025"
Publix,"Save  on ONE Always Discreet 120ct, 111ct Liners, 26ct, 28ct, 33ct, 34ct, 39ct, 48ct, 54ct, 57ct, 66ct Pads OR 13-19 ...",Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $1.00 on ONE Always Discreet 120ct, 111ct Liners, 26ct, 28ct, 33ct, 34ct, 39ct, 48ct, 54ct, 57ct, 66ct Pads OR 13-19 ct Underwear OR Always Discr Aisle 5 Exp. 11/22/2025"
Publix,Save  on any ONE (1) Select Poise® OR Depend® Products Aisle 5 Exp. 11/29/2025,Fixed Price,2.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $2.50 on any ONE (1) Select Poise® OR Depend® Products Aisle 5 Exp. 11/29/2025
Publix,Save  on any ONE (1) Ivory Body Wash 27 oz or larger OR Ivory Bar Soap 4 ct or larger (excludes trial/travel size). A...,Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.00 on any ONE (1) Ivory Body Wash 27 oz or larger OR Ivory Bar Soap 4 ct or larger (excludes trial/travel size). Aisle 5 Exp. 11/30/2025
Publix,Save  on any TWO (2) AXE Body Wash (excludes trial and travel sizes) Aisle 5 Exp. 11/22/2025,Fixed Price,5.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $5.00 on any TWO (2) AXE Body Wash (excludes trial and travel sizes) Aisle 5 Exp. 11/22/2025
Publix,"Save  on any TWO (2) Irish Spring or Softsoap Body Washes, Bar Soaps or Liquid Handsoap Refills Aisle 5 Exp. 11/14/2025",Fixed Price,3.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.50 on any TWO (2) Irish Spring or Softsoap Body Washes, Bar Soaps or Liquid Handsoap Refills Aisle 5 Exp. 11/14/2025"
Publix,"Save  on any ONE (1) Dove Body Wash (20oz+), Dove Men+Care Body Wash (18oz+), Dove or Dove Men+Care Cleansing Bar (4c...",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $2.00 on any ONE (1) Dove Body Wash (20oz+), Dove Men+Care Body Wash (18oz+), Dove or Dove Men+Care Cleansing Bar (4ct+) Aisle 5 Exp. 11/22/2025"
Publix,"Save  on any ONE (1) Old Spice Total Body Deodorant Spray, Stick OR Cream (excludes all other Old Spice Products, min...",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $2.00 on any ONE (1) Old Spice Total Body Deodorant Spray, Stick OR Cream (excludes all other Old Spice Products, minis and trial/travel size). Aisle 5 Exp. 11/30/2025"
Publix,"Save  on any ONE (1) Select Old Spice Deodorant (excluding trial/travel, classic, high endurance). Aisle 5 Exp. 11/30...",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $2.00 on any ONE (1) Select Old Spice Deodorant (excluding trial/travel, classic, high endurance). Aisle 5 Exp. 11/30/2025"
Publix,Save  on any ONE (1) Suave® Antiperspirant Deodorant product Aisle 5 Exp. 12/27/2025,Fixed Price,0.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $0.50 on any ONE (1) Suave® Antiperspirant Deodorant product Aisle 5 Exp. 12/27/2025
Publix,"Save  on any ONE (1) Select Old Spice Body Wash (excluding trial/travel, classic, high endurance). Aisle 5 Exp. 11/30...",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $2.00 on any ONE (1) Select Old Spice Body Wash (excluding trial/travel, classic, high endurance). Aisle 5 Exp. 11/30/2025"
Publix,"Save  on THREE Secret Fresh, Outlast, Aluminum Free, Dry Sprays, or Deodorizing Feminine Wash (excludes trial/travel ...",Fixed Price,6.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $6.00 on THREE Secret Fresh, Outlast, Aluminum Free, Dry Sprays, or Deodorizing Feminine Wash (excludes trial/travel size). Aisle 5 Exp. 11/14/2025"
Publix,Save  on TWO Gillette Clinical Antiperspirant or Deodorant (excludes trial/travel size). Aisle 5 Exp. 11/22/2025,Fixed Price,5.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $5.00 on TWO Gillette Clinical Antiperspirant or Deodorant (excludes trial/travel size). Aisle 5 Exp. 11/22/2025
Publix,Save  on ONE Gillette Clinical Antiperspirant or Deodorant (excludes trial/travel size) . Aisle 5 Exp. 11/22/2025,Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $2.00 on ONE Gillette Clinical Antiperspirant or Deodorant (excludes trial/travel size) . Aisle 5 Exp. 11/22/2025
Publix,"Save  on THREE Old Spice Antiperspirant/Deodorant, Body Wash, Bar Soap, or Hair Care Product (excludes Multi-packs, T...",Fixed Price,6.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $6.00 on THREE Old Spice Antiperspirant/Deodorant, Body Wash, Bar Soap, or Hair Care Product (excludes Multi-packs, Total Body Deodorant, Super H Aisle 5 Exp. 11/14/2025"
Publix,"Save  on any ONE (1) Dove Deodorant Single Count Antiperspirant or Deodorant Stick, Spray, Or Whole Body Aisle 5 Exp....",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $2.00 on any ONE (1) Dove Deodorant Single Count Antiperspirant or Deodorant Stick, Spray, Or Whole Body Aisle 5 Exp. 11/22/2025"
Publix,Save  on any TWO (2) AXE Body Sprays or Sticks (excludes trial and travel sizes and 1.7oz sticks) Aisle 5 Exp. 11/22/...,Fixed Price,6.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $6.00 on any TWO (2) AXE Body Sprays or Sticks (excludes trial and travel sizes and 1.7oz sticks) Aisle 5 Exp. 11/22/2025
Publix,"Save  on ONE This is L. Liner (80ct or higher) or This is L. Pad (20ct or higher) (excludes tampons, wipes, and washe...",Fixed Price,1.5,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $1.50 on ONE This is L. Liner (80ct or higher) or This is L. Pad (20ct or higher) (excludes tampons, wipes, and washes). Aisle 5 Exp. 11/22/2025"
Publix,Save  on any ONE (1) Select U by Kotex® Product Aisle 5 Exp. 11/15/2025,Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.00 on any ONE (1) Select U by Kotex® Product Aisle 5 Exp. 11/15/2025
Publix,"Save  on TWO Always Pad (10ct or higher), Always liner (30ct or higher), or Always ZZZ Underwear (7ct)(excludes trial...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on TWO Always Pad (10ct or higher), Always liner (30ct or higher), or Always ZZZ Underwear (7ct)(excludes trial/travel size). Aisle 5 Exp. 11/22/2025"
Publix,Save  when you spend $25.00 (See Additional Details) Aisle 5 Exp. 11/14/2025,Fixed Price,5.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $5.00 when you spend $25.00 (See Additional Details) Aisle 5 Exp. 11/14/2025
Publix,Save  on any ONE (1) Head & Shoulders Clinical Product (excludes trial/travel size). Aisle 5 Exp. 11/22/2025,Fixed Price,3.25,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $3.25 on any ONE (1) Head & Shoulders Clinical Product (excludes trial/travel size). Aisle 5 Exp. 11/22/2025
Publix,Save  on any ONE (1) Old Spice 2-in-1 Shampoo & Conditioner 21.9 oz OR Shampoo 21.9 oz OR Styler 2.2 oz. Aisle 5 Exp....,Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $3.00 on any ONE (1) Old Spice 2-in-1 Shampoo & Conditioner 21.9 oz OR Shampoo 21.9 oz OR Styler 2.2 oz. Aisle 5 Exp. 11/30/2025
Publix,Save  on any ONE (1) Old Spice 2-in-1 Shampoo & Conditioner 13.5 oz OR Shampoo 13.5 oz. Aisle 5 Exp. 11/30/2025,Fixed Price,1.75,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $1.75 on any ONE (1) Old Spice 2-in-1 Shampoo & Conditioner 13.5 oz OR Shampoo 13.5 oz. Aisle 5 Exp. 11/30/2025
Publix,"Save  on any ONE (1) Head & Shoulders Product (excludes Clinical, Supreme and trial/travel size). Aisle 5 Exp. 11/22/...",Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $1.00 on any ONE (1) Head & Shoulders Product (excludes Clinical, Supreme and trial/travel size). Aisle 5 Exp. 11/22/2025"
Publix,Save  on any ONE (1) Head & Shoulders Bare Product (excludes all other Collections and trial/travel size). Aisle 5 Ex...,Fixed Price,3.25,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $3.25 on any ONE (1) Head & Shoulders Bare Product (excludes all other Collections and trial/travel size). Aisle 5 Exp. 11/22/2025
Publix,"Save  on ONE Head & Shoulders CLINICAL Shampoo or Conditioner (excludes Classic collections, Supreme, Bare, Sachets a...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on ONE Head & Shoulders CLINICAL Shampoo or Conditioner (excludes Classic collections, Supreme, Bare, Sachets and trial/travel size). Aisle 5 Exp. 11/14/2025"
Publix,"Save  on TWO Herbal Essences Styling Products (excludes Shampoos, Conditioners, Treatments, and trial/travel size). A...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on TWO Herbal Essences Styling Products (excludes Shampoos, Conditioners, Treatments, and trial/travel size). Aisle 5 Exp. 11/14/2025"
Publix,"Save  on any ONE (1) Suave® Styling Product (excludes twin packs, trial/travel sizes) Aisle 5 Exp. 12/13/2025",Fixed Price,1.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $1.00 on any ONE (1) Suave® Styling Product (excludes twin packs, trial/travel sizes) Aisle 5 Exp. 12/13/2025"
Publix,"Save  on ONE Head & Shoulders BARE Shampoos (excludes classic collections, clinical supreme, sachets and trial/travel...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on ONE Head & Shoulders BARE Shampoos (excludes classic collections, clinical supreme, sachets and trial/travel size). Aisle 5 Exp. 11/14/2025"
Publix,"Save  on TWO Aussie Stylers or Treatments (excludes Shampoo, Conditioner, trial/travel size). Aisle 5 Exp. 11/15/2025",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on TWO Aussie Stylers or Treatments (excludes Shampoo, Conditioner, trial/travel size). Aisle 5 Exp. 11/15/2025"
Publix,"Save  on ONE Pantene product including Nutrient Blends, Miracle Rescue and Pro-V Miracles (excludes all trial/travel ...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on ONE Pantene product including Nutrient Blends, Miracle Rescue and Pro-V Miracles (excludes all trial/travel size, Pro-V, and Gold Series Aisle 5 Exp. 11/14/2025"
Publix,"Save  on ONE Herbal Essences Pure Plant Essences Shampoo, Conditioner OR Treatment (excludes Dual Packs, 100 mL Shamp...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on ONE Herbal Essences Pure Plant Essences Shampoo, Conditioner OR Treatment (excludes Dual Packs, 100 mL Shampoo and Conditioners, and tri Aisle 5 Exp. 11/14/2025"
Publix,"Save  on TWO Pantene Products including Pantene Pro-V, Gold Series (excludes all trial/travel size, nutrient blends c...",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $2.00 on TWO Pantene Products including Pantene Pro-V, Gold Series (excludes all trial/travel size, nutrient blends collection, miracle rescue, a Aisle 5 Exp. 11/14/2025"
Publix,"Save  on TWO Head & Shoulders Products (excludes supreme, clinical, bare, sachets and trial/travel size). Aisle 5 Exp...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on TWO Head & Shoulders Products (excludes supreme, clinical, bare, sachets and trial/travel size). Aisle 5 Exp. 11/22/2025"
Publix,"Save  on any ONE (1) ) Eucerin® Body, Baby, Face or Sun Product *Excludes travel/trial, Body Products under 5oz and R...",Fixed Price,3.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $3.00 on any ONE (1) ) Eucerin® Body, Baby, Face or Sun Product *Excludes travel/trial, Body Products under 5oz and Radiant Tone Aisle 5 Exp. 12/6/2025"
Publix,"Save  on any ONE (1) Garnier® Skincare product (excludes 100mL Micellar Water, Wipes, Kits, sheet masks, and trial & ...",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $2.00 on any ONE (1) Garnier® Skincare product (excludes 100mL Micellar Water, Wipes, Kits, sheet masks, and trial & travel sizes) Aisle 5 Exp. 11/22/2025"
Publix,"Save  on ONE Olay Super Serum 1.0z or larger (excludes body wash, body lotion and mini/trial/travel size). Aisle 5 Ex...",Fixed Price,5.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $5.00 on ONE Olay Super Serum 1.0z or larger (excludes body wash, body lotion and mini/trial/travel size). Aisle 5 Exp. 11/15/2025"
Publix,"SAVE  on any ONE (1) Nivea® Hand or Body Lotion Product. Excludes travel/trial, Body Products under 3oz Aisle 5 Exp. ...",Fixed Price,2.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  SAVE $2.00 on any ONE (1) Nivea® Hand or Body Lotion Product. Excludes travel/trial, Body Products under 3oz Aisle 5 Exp. 11/16/2025"
Publix,"Save  on TWO Olay Facial Moisturizer, Eye or Serum (excludes Super Collection, Complete, Active Hydrating, Total Effe...",Fixed Price,10.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $10.00 on TWO Olay Facial Moisturizer, Eye or Serum (excludes Super Collection, Complete, Active Hydrating, Total Effects, Age Defying, and Mini/ Aisle 5 Exp. 11/15/2025"
Publix,Save  on ONE Olay Super Cream or Super Eye (excludes Super Body Cream and mini/trial/travel size). Aisle 5 Exp. 11/15...,Fixed Price,5.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,Original:  Save $5.00 on ONE Olay Super Cream or Super Eye (excludes Super Body Cream and mini/trial/travel size). Aisle 5 Exp. 11/15/2025
Publix,"Save  on ONE Olay Facial Moisturizer, Eye or Serum (excludes Super Collection, Complete, Active Hydrating, Total Effe...",Fixed Price,4.0,2025-11-09,2025-11-16,Store Ad,publix_email_parser.py,2025-11-09 23:25:16,False,"Original:  Save $4.00 on ONE Olay Facial Moisturizer, Eye or Serum (excludes Super Collection, Complete, Active Hydrating, Total Effects, Age Defying, and Mini/t Aisle 5 Exp. 11/15/2025"
